828.851603759 120.994235044 139.333526226 172.866997022 398.884064279 125.830614668 141.545898736 744.434194203 227.356068857 566.10933136 366.763321339 173.783397303 572.073385741 218.872282334 572.610403871 296.274788033 857.943197392 593.523607888 351.248879887 124.159287809
602.920096188 126.059974734 468.623984205 398.938494323 100.390197753 837.588345918 434.197353823 708.038877299 98.5513912974 188.728876316 502.22627318 440.264742226 474.025376492 320.298661065 96.979339809 248.335240092 187.471567388 765.341838024 350.776961572 694.580472597
603.119612824 126.073871212 468.747423784 398.781132732 100.408881022 837.389220491 434.020523175 708.132316701 98.7377888963 188.656378488 502.340264518 440.100407279 474.185560112 320.178906283 97.1495825726 248.230276282 187.650343991 765.431498082 350.775346562 694.380479117
603.31912946 126.08776769 468.870863362 398.62377114 100.427564291 837.190095065 433.843692527 708.225756104 98.9241864953 188.58388066 502.454255856 439.936072332 474.345743733 320.059151501 97.3198253362 248.125312472 187.829120594 765.521158141 350.773731552 694.180485638
603.518646095 126.101664169 468.994302941 398.466409549 100.446247561 836.990969638 433.66686188 708.319195506 99.1105840942 188.511382831 502.568247194 439.771737385 474.505927353 319.93939672 97.4900680998 248.020348662 188.007897198 765.6108182 350.772116542 693.980492159
603.718162731 126.115560647 469.117742519 398.309047958 100.46493083 836.791844212 433.490031232 708.412634909 99.2969816932 188.438885003 502.682238532 439.607402438 474.666110974 319.819641938 97.6603108634 247.915384852 188.186673801 765.700478258 350.770501532 693.78049868
603.917679366 126.129457125 469.241182098 398.151686366 100.483614099 836.592718786 433.313200584 708.506074311 99.4833792921 188.366387175 502.79622987 439.443067491 474.826294594 319.699887156 97.8305536271 247.810421042 188.365450404 765.790138317 350.768886521 693.5805052
604.117196002 126.143353603 469.364621677 397.994324775 100.502297368 836.393593359 433.136369936 708.599513714 99.6697768911 188.293889346 502.910221208 439.278732543 474.986478214 319.580132374 98.0007963907 247.705457232 188.544227008 765.879798375 350.767271511 693.380511721
604.316712638 126.157250081 469.488061255 397.836963184 100.520980638 836.194467933 432.959539288 708.692953116 99.85617449 188.221391518 503.024212546 439.114397596 475.146661835 319.460377593 98.1710391543 247.600493421 188.723003611 765.969458434 350.765656501 693.180518242
604.516229273 126.171146559 469.611500834 397.679601592 100.539663907 835.995342506 432.78270864 708.786392519 100.042572089 188.14889369 503.138203884 438.950062649 475.306845455 319.340622811 98.3412819179 247.495529611 188.901780214 766.059118492 350.764041491 692.980524763
604.715745909 126.185043037 469.734940412 397.522240001 100.558347176 835.79621708 432.605877992 708.879831921 100.228969688 188.076395862 503.252195222 438.785727702 475.467029076 319.220868029 98.5115246815 247.390565801 189.080556818 766.148778551 350.762426481 692.780531283
604.915262545 126.198939516 469.858379991 397.36487841 100.577030446 835.597091653 432.429047344 708.973271324 100.415367287 188.003898033 503.36618656 438.621392755 475.627212696 319.101113248 98.6817674451 247.285601991 189.259333421 766.238438609 350.760811471 692.580537804
605.11477918 126.212835994 469.98181957 397.207516818 100.595713715 835.397966227 432.252216696 709.066710726 100.601764886 187.931400205 503.480177898 438.457057808 475.787396317 318.981358466 98.8520102087 247.180638181 189.438110024 766.328098668 350.759196461 692.380544325
605.314295816 126.226732472 470.105259148 397.050155227 100.614396984 835.198840801 432.075386048 709.160150129 100.788162485 187.858902377 503.594169236 438.29272286 475.947579937 318.861603684 99.0222529723 247.075674371 189.616886628 766.417758727 350.757581451 692.180550846
605.513812452 126.24062895 470.228698727 396.892793636 100.633080253 834.999715374 431.8985554 709.253589531 100.974560084 187.786404548 503.708160574 438.128387913 476.107763558 318.741848902 99.192495736 246.970710561 189.795663231 766.507418785 350.755966441 691.980557366
605.713329087 126.254525428 470.352138305 396.735432044 100.651763523 834.800589948 431.721724752 709.347028934 101.160957683 187.71390672 503.822151912 437.964052966 476.267947178 318.622094121 99.3627384996 246.865746751 189.974439834 766.597078844 350.754351431 691.780563887
605.912845723 126.268421906 470.475577884 396.578070453 100.670446792 834.601464521 431.544894104 709.440468336 101.347355282 187.641408892 503.93614325 437.799718019 476.428130798 318.502339339 99.5329812632 246.76078294 190.153216438 766.686738902 350.752736421 691.580570408
606.112362358 126.282318385 470.599017463 396.420708861 100.689130061 834.402339095 431.368063456 709.533907739 101.533752881 187.568911064 504.050134588 437.635383072 476.588314419 318.382584557 99.7032240268 246.65581913 190.331993041 766.776398961 350.751121411 691.380576929
606.311878994 126.296214863 470.722457041 396.26334727 100.707813331 834.203213668 431.191232808 709.627347141 101.72015048 187.496413235 504.164125926 437.471048125 476.748498039 318.262829775 99.8734667904 246.55085532 190.510769644 766.866059019 350.7495064 691.180583449
606.51139563 126.310111341 470.84589662 396.105985679 100.7264966 834.004088242 431.01440216 709.720786544 101.906548078 187.423915407 504.278117264 437.306713177 476.90868166 318.143074994 100.043709554 246.44589151 190.689546248 766.955719078 350.74789139 690.98058997
606.710912265 126.324007819 470.969336198 395.948624087 100.745179869 833.804962816 430.837571512 709.814225946 102.092945677 187.351417579 504.392108602 437.14237823 477.06886528 318.023320212 100.213952318 246.3409277 190.868322851 767.045379136 350.74627638 690.780596491
606.910428901 126.337904297 471.092775777 395.791262496 100.763863138 833.605837389 430.660740864 709.907665349 102.279343276 187.27891975 504.50609994 436.978043283 477.229048901 317.90356543 100.384195081 246.23596389 191.047099454 767.135039195 350.74466137 690.580603012
607.109945537 126.351800775 471.216215356 395.633900905 100.782546408 833.406711963 430.483910216 710.001104751 102.465740875 187.206421922 504.620091278 436.813708336 477.389232521 317.783810649 100.554437845 246.13100008 191.225876058 767.224699254 350.74304636 690.380609532
607.309462172 126.365697253 471.339654934 395.476539313 100.801229677 833.207586536 430.307079568 710.094544154 102.652138474 187.133924094 504.734082616 436.649373389 477.549416141 317.664055867 100.724680608 246.026036269 191.404652661 767.314359312 350.74143135 690.180616053
607.508978808 126.379593732 471.463094513 395.319177722 100.819912946 833.00846111 430.13024892 710.187983556 102.838536073 187.061426266 504.848073954 436.485038441 477.709599762 317.544301085 100.894923372 245.921072459 191.583429264 767.404019371 350.73981634 689.980622574
607.708495444 126.39349021 471.586534091 395.161816131 100.838596216 832.809335683 429.953418272 710.281422959 103.024933672 186.988928437 504.962065292 436.320703494 477.869783382 317.424546303 101.065166136 245.816108649 191.762205868 767.493679429 350.73820133 689.780629095
607.908012079 126.407386688 471.70997367 395.004454539 100.857279485 832.610210257 429.776587624 710.374862361 103.211331271 186.916430609 505.07605663 436.156368547 478.029967003 317.304791522 101.235408899 245.711144839 191.940982471 767.583339488 350.73658632 689.580635615
608.107528715 126.421283166 471.833413249 394.847092948 100.875962754 832.411084831 429.599756976 710.468301764 103.39772887 186.843932781 505.190047968 435.9920336 478.190150623 317.18503674 101.405651663 245.606181029 192.119759074 767.672999546 350.73497131 689.380642136
608.30704535 126.435179644 471.956852827 394.689731357 100.894646023 832.211959404 429.422926328 710.561741166 103.584126469 186.771434952 505.304039306 435.827698653 478.350334244 317.065281958 101.575894427 245.501217219 192.298535678 767.762659605 350.7333563 689.180648657
608.506561986 126.449076122 472.080292406 394.532369765 100.913329293 832.012833978 429.24609568 710.655180569 103.770524068 186.698937124 505.418030644 435.663363706 478.510517864 316.945527177 101.74613719 245.396253409 192.477312281 767.852319663 350.731741289 688.980655178
608.706078622 126.4629726 472.203731985 394.375008174 100.932012562 831.813708551 429.069265032 710.748619971 103.956921667 186.626439296 505.532021982 435.499028758 478.670701484 316.825772395 101.916379954 245.291289599 192.656088884 767.941979722 350.730126279 688.780661698
608.905595257 126.476869079 472.327171563 394.217646583 100.950695831 831.614583125 428.892434384 710.842059374 104.143319266 186.553941468 505.64601332 435.334693811 478.830885105 316.706017613 102.086622717 245.186325788 192.834865488 768.03163978 350.728511269 688.580668219
609.105111893 126.490765557 472.450611142 394.060284991 100.969379101 831.415457698 428.715603736 710.935498776 104.329716865 186.481443639 505.760004658 435.170358864 478.991068725 316.586262831 102.256865481 245.081361978 193.013642091 768.121299839 350.726896259 688.38067474
609.304628529 126.504662035 472.57405072 393.9029234 100.98806237 831.216332272 428.538773088 711.028938179 104.516114464 186.408945811 505.873995996 435.006023917 479.151252346 316.46650805 102.427108245 244.976398168 193.192418694 768.210959898 350.725281249 688.180681261
609.504145164 126.518558513 472.697490299 393.745561808 101.006745639 831.017206846 428.36194244 711.122377581 104.702512063 186.336447983 505.987987334 434.84168897 479.311435966 316.346753268 102.597351008 244.871434358 193.371195298 768.300619956 350.723666239 687.980687781
609.7036618 126.532454991 472.820929878 393.588200217 101.025428908 830.818081419 428.185111792 711.215816984 104.888909662 186.263950154 506.101978672 434.677354023 479.471619587 316.226998486 102.767593772 244.766470548 193.549971901 768.390280015 350.722051229 687.780694302
609.903178436 126.546351469 472.944369456 393.430838626 101.044112178 830.618955993 428.008281145 711.309256386 105.075307261 186.191452326 506.21597001 434.513019075 479.631803207 316.107243705 102.937836535 244.661506738 193.728748504 768.479940073 350.720436219 687.580700823
610.102695071 126.560247947 473.067809035 393.273477034 101.062795447 830.419830566 427.831450497 711.402695789 105.26170486 186.118954498 506.329961348 434.348684128 479.791986828 315.987488923 103.108079299 244.556542928 193.907525108 768.569600132 350.718821209 687.380707344
610.302211707 126.574144426 473.191248613 393.116115443 101.081478716 830.22070514 427.654619849 711.496135191 105.448102458 186.04645667 506.443952686 434.184349181 479.952170448 315.867734141 103.278322063 244.451579117 194.086301711 768.65926019 350.717206199 687.180713864
610.501728342 126.588040904 473.314688192 392.958753852 101.100161986 830.021579714 427.477789201 711.589574594 105.634500057 185.973958841 506.557944024 434.020014234 480.112354068 315.747979359 103.448564826 244.346615307 194.265078314 768.748920249 350.715591189 686.980720385
610.701244978 126.601937382 473.438127771 392.80139226 101.118845255 829.822454287 427.300958553 711.683013996 105.820897656 185.901461013 506.671935362 433.855679287 480.272537689 315.628224578 103.61880759 244.241651497 194.443854918 768.838580307 350.713976179 686.780726906
610.900761614 126.61583386 473.561567349 392.644030669 101.137528524 829.623328861 427.124127905 711.776453399 106.007295255 185.828963185 506.7859267 433.69134434 480.432721309 315.508469796 103.789050354 244.136687687 194.622631521 768.928240366 350.712361168 686.580733427
