276.438645077 232.387195215 174.473059086 309.858486449 403.196687885 521.961422551 653.268148311 660.671877023 139.333526226 172.866997022 440.563185278 205.369868997 468.623984205 398.938494323 676.481745751 749.546425322 166.64773221 638.434973403 371.272259844 589.37069292 504.130383802 131.951434728 661.675893293 530.732285472 100.390197753 837.588345918 526.905738581 193.327468906 441.51257106 505.445254839 460.051914686 666.622528484 273.196888717 817.268659125 732.406348866 808.441988946 141.545898736 744.434194203 262.457748539 533.786442671
732.088716781 159.126506946 551.833709508 127.684173073 732.088716781 159.126506946 667.631346165 586.789899101 103.98293214 698.059542728 248.297846738 119.69325374 648.221729883 225.337275586 807.099148795 384.156081985 859.533166987 446.531957431 440.563185278 205.369868997 429.765278551 771.845480927 133.468219377 665.067521789 582.286512466 664.835902361 744.585034276 526.729324635 523.68338751 760.896502737 99.4755004402 304.374310682 202.284401573 686.646330982 313.883323842 259.584247948 758.334375152 693.089265531 582.286512466 664.835902361
732.088716781 159.126506946 551.634504942 127.701992753 731.90703826 159.210130595 667.706868192 586.975092037 104.116206017 697.910418371 248.423778347 119.848628224 648.072974276 225.470960923 807.158106377 384.347194527 859.356115178 446.624977089 440.763110829 205.364412461 429.779137373 771.645961673 133.62418899 664.94232802 582.286512466 664.835902361 744.421451992 526.844393467 523.498813598 760.8194802 99.6479099263 304.27294516 202.364976327 686.829382093 313.952990492 259.396773796 758.138642837 693.04816978 582.088093213 664.860998184
732.088716781 159.126506946 551.435300377 127.719812433 731.725359738 159.293754244 667.782390218 587.160284973 104.249479893 697.761294013 248.549709955 120.004002707 647.924218669 225.60464626 807.217063958 384.538307068 859.179063369 446.717996748 440.963036381 205.358955925 429.792996195 771.446442418 133.780158603 664.817134251 582.286512466 664.835902361 744.257869707 526.959462299 523.314239687 760.742457663 99.8203194123 304.171579638 202.445551082 687.012433203 314.022657142 259.209299643 757.942910521 693.007074029 581.889673961 664.886094007
732.088716781 159.126506946 551.236095811 127.737632113 731.543681216 159.377377894 667.857912244 587.345477909 104.382753769 697.612169656 248.675641563 120.15937719 647.775463062 225.738331598 807.27602154 384.72941961 859.00201156 446.811016407 441.162961933 205.353499389 429.806855016 771.246923163 133.936128216 664.691940482 582.286512466 664.835902361 744.094287422 527.074531131 523.129665776 760.665435126 99.9927288984 304.070214116 202.526125836 687.195484313 314.092323793 259.021825491 757.747178206 692.965978278 581.691254709 664.91118983
732.088716781 159.126506946 551.036891245 127.755451793 731.362002694 159.461001543 667.933434271 587.530670845 104.516027645 697.463045299 248.801573171 120.314751673 647.626707455 225.872016935 807.334979122 384.920532152 858.82495975 446.904036066 441.362887484 205.348042852 429.820713838 771.047403908 134.092097829 664.566746713 582.286512466 664.835902361 743.930705137 527.189599963 522.945091864 760.588412588 100.165138385 303.968848593 202.60670059 687.378535423 314.161990443 258.834351338 757.551445891 692.924882527 581.492835457 664.936285653
732.088716781 159.126506946 550.83768668 127.773271474 731.180324173 159.544625192 668.008956297 587.715863781 104.649301521 697.313920941 248.92750478 120.470126157 647.477951848 226.005702272 807.393936703 385.111644693 858.647907941 446.997055724 441.562813036 205.342586316 429.83457266 770.847884653 134.248067442 664.441552944 582.286512466 664.835902361 743.767122853 527.304668795 522.760517953 760.511390051 100.337547871 303.867483071 202.687275345 687.561586534 314.231657093 258.646877186 757.355713576 692.883786776 581.294416204 664.961381476
732.088716781 159.126506946 550.638482114 127.791091154 730.998645651 159.628248842 668.084478323 587.901056717 104.782575397 697.164796584 249.053436388 120.62550064 647.329196241 226.13938761 807.452894285 385.302757235 858.470856132 447.090075383 441.762738588 205.33712978 429.848431482 770.648365398 134.404037055 664.316359175 582.286512466 664.835902361 743.603540568 527.419737627 522.575944041 760.434367514 100.509957357 303.766117549 202.767850099 687.744637644 314.301323743 258.459403033 757.15998126 692.842691024 581.095996952 664.986477298
732.088716781 159.126506946 550.439277548 127.808910834 730.816967129 159.711872491 668.16000035 588.086249653 104.915849273 697.015672227 249.179367996 120.780875123 647.180440634 226.273072947 807.511851866 385.493869777 858.293804323 447.183095042 441.962664139 205.331673244 429.862290304 770.448846143 134.560006668 664.191165406 582.286512466 664.835902361 743.439958283 527.534806459 522.39137013 760.357344977 100.682366843 303.664752026 202.848424853 687.927688754 314.370990394 258.271928881 756.964248945 692.801595273 580.8975777 665.011573121
732.088716781 159.126506946 550.240072982 127.826730514 730.635288607 159.795496141 668.235522376 588.271442589 105.049123149 696.866547869 249.305299604 120.936249606 647.031685027 226.406758284 807.570809448 385.684982318 858.116752514 447.276114701 442.162589691 205.326216708 429.876149126 770.249326889 134.715976281 664.065971637 582.286512466 664.835902361 743.276375998 527.649875291 522.206796219 760.28032244 100.854776329 303.563386504 202.928999608 688.110739864 314.440657044 258.084454728 756.76851663 692.760499522 580.699158448 665.036668944
732.088716781 159.126506946 550.040868417 127.844550194 730.453610086 159.87911979 668.311044402 588.456635525 105.182397025 696.717423512 249.431231213 121.09162409 646.88292942 226.540443622 807.629767029 385.87609486 857.939700705 447.369134359 442.362515243 205.320760172 429.890007948 770.049807634 134.871945894 663.940777868 582.286512466 664.835902361 743.112793714 527.764944123 522.022222307 760.203299903 101.027185815 303.462020982 203.009574362 688.293790975 314.510323694 257.896980576 756.572784315 692.719403771 580.500739195 665.061764767
732.088716781 159.126506946 549.841663851 127.862369874 730.271931564 159.962743439 668.386566429 588.641828461 105.315670901 696.568299155 249.557162821 121.246998573 646.734173814 226.674128959 807.688724611 386.067207402 857.762648896 447.462154018 442.562440795 205.315303636 429.90386677 769.850288379 135.027915507 663.815584099 582.286512466 664.835902361 742.949211429 527.880012955 521.837648396 760.126277365 101.199595301 303.36065546 203.090149116 688.476842085 314.579990344 257.709506424 756.377051999 692.67830802 580.302319943 665.08686059
732.088716781 159.126506946 549.642459285 127.880189554 730.090253042 160.046367089 668.462088455 588.827021397 105.448944777 696.419174797 249.683094429 121.402373056 646.585418207 226.807814296 807.747682192 386.258319943 857.585597087 447.555173677 442.762366346 205.3098471 429.917725592 769.650769124 135.18388512 663.69039033 582.286512466 664.835902361 742.785629144 527.995081787 521.653074484 760.049254828 101.372004787 303.259289937 203.170723871 688.659893195 314.649656995 257.522032271 756.181319684 692.637212269 580.103900691 665.111956413
732.088716781 159.126506946 549.44325472 127.898009234 729.908574521 160.129990738 668.537610482 589.012214332 105.582218653 696.27005044 249.809026037 121.557747539 646.4366626 226.941499634 807.806639774 386.449432485 857.408545278 447.648193336 442.962291898 205.304390564 429.931584414 769.451249869 135.339854734 663.565196561 582.286512466 664.835902361 742.622046859 528.110150619 521.468500573 759.972232291 101.544414273 303.157924415 203.251298625 688.842944305 314.719323645 257.334558119 755.985587369 692.596116518 579.905481439 665.137052236
732.088716781 159.126506946 549.244050154 127.915828914 729.726895999 160.213614387 668.613132508 589.197407268 105.71549253 696.120926082 249.934957646 121.713122023 646.287906993 227.075184971 807.865597355 386.640545027 857.231493469 447.741212994 443.16221745 205.298934027 429.945443235 769.251730614 135.495824347 663.440002791 582.286512466 664.835902361 742.458464574 528.225219451 521.283926662 759.895209754 101.716823759 303.056558893 203.331873379 689.025995416 314.788990295 257.147083966 755.789855053 692.555020767 579.707062186 665.162148059
732.088716781 159.126506946 549.044845588 127.933648595 729.545217477 160.297238037 668.688654534 589.382600204 105.848766406 695.971801725 250.060889254 121.868496506 646.139151386 227.208870308 807.924554937 386.831657568 857.05444166 447.834232653 443.362143001 205.293477491 429.959302057 769.052211359 135.65179396 663.314809022 582.286512466 664.835902361 742.29488229 528.340288283 521.09935275 759.818187217 101.889233245 302.95519337 203.412448134 689.209046526 314.858656946 256.959609814 755.594122738 692.513925016 579.508642934 665.187243882
732.088716781 159.126506946 548.845641023 127.951468275 729.363538955 160.380861686 668.764176561 589.56779314 105.982040282 695.822677368 250.186820862 122.023870989 645.990395779 227.342555646 807.983512519 387.02277011 856.877389851 447.927252312 443.562068553 205.288020955 429.973160879 768.852692105 135.807763573 663.189615253 582.286512466 664.835902361 742.131300005 528.455357115 520.914778839 759.74116468 102.061642731 302.853827848 203.493022888 689.392097636 314.928323596 256.772135661 755.398390423 692.472829264 579.310223682 665.212339705
732.088716781 159.126506946 548.646436457 127.969287955 729.181860434 160.464485336 668.839698587 589.752986076 106.115314158 695.67355301 250.31275247 122.179245472 645.841640172 227.476240983 808.0424701 387.213882652 856.700338042 448.020271971 443.761994105 205.282564419 429.987019701 768.65317285 135.963733186 663.064421484 582.286512466 664.835902361 741.96771772 528.570425947 520.730204927 759.664142142 102.234052218 302.752462326 203.573597642 689.575148746 314.997990246 256.584661509 755.202658108 692.431733513 579.111804429 665.237435528
